rank,player,avg,total_distance,total_drives,tournament
33,Justin Lower,303.4,"2,427",8,Mexico Open at Vidanta
34,Chan Kim,303.1,"2,425",8,Mexico Open at Vidanta
34,Ryan McCormick,303.1,"2,425",8,Mexico Open at Vidanta
36,Padraig Harrington,303.0,"2,424",8,Mexico Open at Vidanta
37,Carson Young,302.6,"2,421",8,Mexico Open at Vidanta
38,Dylan Wu,302.4,"2,419",8,Mexico Open at Vidanta
39,Martin Trainer,301.8,"2,414",8,Mexico Open at Vidanta
40,Chandler Phillips,301.4,"2,411",8,Mexico Open at Vidanta
41,Emiliano Grillo,301.1,"2,409",8,Mexico Open at Vidanta
42,Aaron Rai,300.8,"2,406",8,Mexico Open at Vidanta
43,Parker Coody,299.4,"2,395",8,Mexico Open at Vidanta
44,Brandon Wu,299.0,"2,392",8,Mexico Open at Vidanta
45,Jorge Campillo,298.9,"2,391",8,Mexico Open at Vidanta
45,Santiago De la Fuente,298.9,"2,391",8,Mexico Open at Vidanta
47,Ryan Palmer,298.5,"2,388",8,Mexico Open at Vidanta
48,Andrew Novak,298.4,"2,387",8,Mexico Open at Vidanta
49,Doug Ghim,297.9,"2,383",8,Mexico Open at Vidanta
50,Harry Hall,296.0,"2,368",8,Mexico Open at Vidanta
51,Ben Silverman,295.9,"2,367",8,Mexico Open at Vidanta
52,Erik Barnes,295.8,"2,366",8,Mexico Open at Vidanta
53,Nico Echavarria,295.4,"2,363",8,Mexico Open at Vidanta
54,Trace Crowe,295.3,"2,362",8,Mexico Open at Vidanta
55,Stuart Macdonald,294.8,"2,358",8,Mexico Open at Vidanta
56,Ryo Hisatsune,293.1,"2,345",8,Mexico Open at Vidanta
57,Austin Eckroat,293.0,"2,344",8,Mexico Open at Vidanta
58,Greyson Sigg,292.3,"2,338",8,Mexico Open at Vidanta
59,Robby Shelton,290.9,"2,327",8,Mexico Open at Vidanta
60,Thorbjørn Olesen,290.5,"2,324",8,Mexico Open at Vidanta
61,Troy Merritt,288.8,"2,310",8,Mexico Open at Vidanta
62,James Hahn,288.6,"2,309",8,Mexico Open at Vidanta
63,Aaron Baddeley,288.3,"2,306",8,Mexico Open at Vidanta
64,Ryan Moore,288.0,"2,304",8,Mexico Open at Vidanta
65,Chad Ramey,286.0,"2,288",8,Mexico Open at Vidanta
1,Sam Burns,320.8,"2,566",8,The Genesis Invitational
2,Rory McIlroy,310.8,"2,486",8,The Genesis Invitational
3,Gary Woodland,310.5,"2,484",8,The Genesis Invitational
4,Kurt Kitayama,309.9,"2,479",8,The Genesis Invitational
5,Rickie Fowler,308.0,"2,464",8,The Genesis Invitational
6,Adam Hadwin,307.1,"2,457",8,The Genesis Invitational
7,Viktor Hovland,307.0,"2,456",8,The Genesis Invitational
8,Seamus Power,306.4,"2,451",8,The Genesis Invitational
9,Cameron Young,306.1,"2,449",8,The Genesis Invitational
10,Ludvig Åberg,305.8,"2,446",8,The Genesis Invitational
10,Byeong Hun An,305.8,"2,446",8,The Genesis Invitational
10,Tom Kim,305.8,"2,446",8,The Genesis Invitational
13,Jason Day,305.3,"2,442",8,The Genesis Invitational
13,Tony Finau,305.3,"2,442",8,The Genesis Invitational
15,Chase Johnson,305.1,"2,441",8,The Genesis Invitational
16,Adam Svensson,303.6,"2,429",8,The Genesis Invitational
17,Beau Hossler,303.0,"2,424",8,The Genesis Invitational
18,Max Homa,302.9,"2,423",8,The Genesis Invitational
19,Tommy Fleetwood,302.0,"2,416",8,The Genesis Invitational
20,Corey Conners,301.3,"2,410",8,The Genesis Invitational
21,Nicolai Højgaard,300.8,"2,406",8,The Genesis Invitational
22,Harris English,300.6,"2,405",8,The Genesis Invitational
23,Hideki Matsuyama,300.0,"2,400",8,The Genesis Invitational
24,Xander Schauffele,297.3,"2,378",8,The Genesis Invitational
25,Cam Davis,296.8,"2,374",8,The Genesis Invitational
,Field Average,296.1,,,The Genesis Invitational
26,Ben Griffin,296.0,"2,368",8,The Genesis Invitational
27,Adam Scott,295.3,"2,362",8,The Genesis Invitational
28,Scottie Scheffler,294.8,"2,358",8,The Genesis Invitational
29,Brian Harman,293.3,"2,346",8,The Genesis Invitational
30,Lucas Glover,293.1,"2,345",8,The Genesis Invitational
31,Charley Hoffman,293.0,"2,344",8,The Genesis Invitational
32,Sahith Theegala,292.8,"2,342",8,The Genesis Invitational
33,Nick Taylor,292.5,"2,340",8,The Genesis Invitational
34,Emiliano Grillo,292.4,"2,339",8,The Genesis Invitational
35,Mackenzie Hughes,291.5,"2,332",8,The Genesis Invitational
36,Russell Henley,291.4,"2,331",8,The Genesis Invitational
37,Lee Hodges,291.3,"2,330",8,The Genesis Invitational
38,Sungjae Im,291.1,"2,329",8,The Genesis Invitational
39,Denny McCarthy,290.6,"2,325",8,The Genesis Invitational
39,Taylor Moore,290.6,"2,325",8,The Genesis Invitational
41,Will Zalatoris,289.0,"2,312",8,The Genesis Invitational
42,Tom Hoge,288.5,"2,308",8,The Genesis Invitational
43,Patrick Cantlay,288.4,"2,307",8,The Genesis Invitational
44,Eric Cole,285.5,"2,284",8,The Genesis Invitational
45,Collin Morikawa,283.4,"2,267",8,The Genesis Invitational
46,Si Woo Kim,282.5,"2,260",8,The Genesis Invitational
47,J.T. Poston,282.4,"2,259",8,The Genesis Invitational
48,Christiaan Bezuidenhout,280.5,"2,244",8,The Genesis Invitational
49,Luke List,278.1,"2,225",8,The Genesis Invitational
50,Andrew Putnam,275.6,"2,205",8,The Genesis Invitational
51,Brendon Todd,266.3,"2,130",8,The Genesis Invitational
1,Wyndham Clark,310.5,"2,484",8,WM Phoenix Open
2,Min Woo Lee,309.3,"2,474",8,WM Phoenix Open
3,Sam Burns,306.0,"2,448",8,WM Phoenix Open
4,Byeong Hun An,305.6,"2,445",8,WM Phoenix Open
5,Kurt Kitayama,305.0,"2,440",8,WM Phoenix Open
6,Davis Thompson,304.9,"2,439",8,WM Phoenix Open
7,Jake Knapp,304.1,"2,433",8,WM Phoenix Open
7,Keith Mitchell,304.1,"2,433",8,WM Phoenix Open
9,Sam Stevens,304.0,"2,432",8,WM Phoenix Open
10,Jhonattan Vegas,303.3,"2,426",8,WM Phoenix Open
11,Thomas Detry,302.5,"2,420",8,WM Phoenix Open
12,Ryan Fox,301.9,"2,415",8,WM Phoenix Open
13,Adam Scott,301.3,"2,410",8,WM Phoenix Open
14,Maverick McNealy,301.1,"2,409",8,WM Phoenix Open
15,Adrien Dumont de Chassart,301.0,"2,408",8,WM Phoenix Open
16,Seamus Power,300.4,"2,403",8,WM Phoenix Open
17,Adam Schenk,299.9,"2,399",8,WM Phoenix Open
18,Taylor Moore,299.8,"2,398",8,WM Phoenix Open
18,Andrew Novak,299.8,"2,398",8,WM Phoenix Open
20,Jordan Spieth,299.6,"2,397",8,WM Phoenix Open
21,Nick Hardy,299.4,"2,395",8,WM Phoenix Open
22,Taylor Montgomery,299.3,"2,394",8,WM Phoenix Open
22,Cameron Young,299.3,"2,394",8,WM Phoenix Open
24,Sahith Theegala,299.0,"2,392",8,WM Phoenix Open
25,Kevin Chappell,298.4,"2,387",8,WM Phoenix Open
25,Matt Wallace,298.4,"2,387",8,WM Phoenix Open
27,Charley Hoffman,298.1,"2,385",8,WM Phoenix Open
28,Matt Fitzpatrick,297.5,"2,380",8,WM Phoenix Open
29,S.H. Kim,297.3,"2,378",8,WM Phoenix Open
30,Harry Hall,296.8,"2,374",8,WM Phoenix Open
31,Hideki Matsuyama,295.0,"2,360",8,WM Phoenix Open
32,Beau Hossler,294.6,"2,357",8,WM Phoenix Open
33,Justin Thomas,294.4,"2,355",8,WM Phoenix Open
34,Sami Valimaki,293.9,"2,351",8,WM Phoenix Open
35,Tyson Alexander,293.8,"2,350",8,WM Phoenix Open
35,Garrick Higgo,293.8,"2,350",8,WM Phoenix Open
35,Nick Taylor,293.8,"2,350",8,WM Phoenix Open
38,Sungjae Im,293.6,"2,349",8,WM Phoenix Open
39,Scottie Scheffler,293.5,"2,348",8,WM Phoenix Open
40,Tyler Duncan,293.4,"2,347",8,WM Phoenix Open
41,Harris English,292.9,"2,343",8,WM Phoenix Open
42,Justin Suh,292.8,"2,342",8,WM Phoenix Open
,Field Average,292.7,,,WM Phoenix Open
43,Corey Conners,292.5,"2,340",8,WM Phoenix Open
44,Martin Laird,292.1,"2,337",8,WM Phoenix Open
45,Jim Knous,291.5,"2,332",8,WM Phoenix Open
46,Eric Cole,291.4,"2,331",8,WM Phoenix Open
47,Justin Lower,291.0,"2,328",8,WM Phoenix Open
48,Ben Griffin,290.8,"2,326",8,WM Phoenix Open
49,Mark Hubbard,290.5,"2,324",8,WM Phoenix Open
50,Doug Ghim,289.9,"2,319",8,WM Phoenix Open
51,Daniel Berger,289.6,"2,317",8,WM Phoenix Open
52,Carson Young,289.5,"2,316",8,WM Phoenix Open
53,Si Woo Kim,288.9,"2,311",8,WM Phoenix Open
54,Billy Horschel,288.5,"2,308",8,WM Phoenix Open
54,Shane Lowry,288.5,"2,308",8,WM Phoenix Open
56,Brian Harman,287.5,"2,300",8,WM Phoenix Open
57,Christiaan Bezuidenhout,286.4,"2,291",8,WM Phoenix Open
58,Matt NeSmith,286.0,"2,288",8,WM Phoenix Open
59,Alex Noren,285.5,"2,284",8,WM Phoenix Open
60,Hayden Buckley,285.3,"2,282",8,WM Phoenix Open
60,Emiliano Grillo,285.3,"2,282",8,WM Phoenix Open
62,Tom Kim,285.0,"2,280",8,WM Phoenix Open
63,Denny McCarthy,284.9,"2,279",8,WM Phoenix Open
64,Tom Hoge,284.1,"2,273",8,WM Phoenix Open
65,Robby Shelton,283.1,"2,265",8,WM Phoenix Open
66,Bud Cauley,282.6,"2,261",8,WM Phoenix Open
67,Joel Dahmen,280.8,"2,246",8,WM Phoenix Open
68,Jesse Mueller,279.4,"2,235",8,WM Phoenix Open
69,Zach Johnson,278.4,"2,227",8,WM Phoenix Open
70,Aaron Baddeley,277.5,"2,220",8,WM Phoenix Open
70,Nicolo Galletti,277.5,"2,220",8,WM Phoenix Open
72,Brendon Todd,276.6,"2,213",8,WM Phoenix Open
73,Zac Blair,271.6,"2,173",8,WM Phoenix Open
1,Xander Schauffele,314.0,"1,884",6,AT&T Pebble Beach Pro-Am
2,Rory McIlroy,311.8,"1,871",6,AT&T Pebble Beach Pro-Am
3,Wyndham Clark,310.2,"1,861",6,AT&T Pebble Beach Pro-Am
4,Justin Thomas,309.5,"1,857",6,AT&T Pebble Beach Pro-Am
5,Nick Dunlap,307.7,"1,846",6,AT&T Pebble Beach Pro-Am
6,Byeong Hun An,307.3,"1,844",6,AT&T Pebble Beach Pro-Am
7,Ludvig Åberg,304.8,"1,829",6,AT&T Pebble Beach Pro-Am
8,Tony Finau,303.8,"1,823",6,AT&T Pebble Beach Pro-Am
8,Alex Smalley,303.8,"1,823",6,AT&T Pebble Beach Pro-Am
10,Nick Hardy,303.0,"1,818",6,AT&T Pebble Beach Pro-Am
11,Kevin Yu,302.8,"1,817",6,AT&T Pebble Beach Pro-Am
12,Kurt Kitayama,302.3,"1,814",6,AT&T Pebble Beach Pro-Am
13,Max Homa,302.2,"1,813",6,AT&T Pebble Beach Pro-Am
14,Nicolai Højgaard,301.0,"1,806",6,AT&T Pebble Beach Pro-Am
15,Viktor Hovland,300.3,"1,802",6,AT&T Pebble Beach Pro-Am
16,Stephan Jaeger,300.2,"1,801",6,AT&T Pebble Beach Pro-Am
17,Erik van Rooyen,299.7,"1,798",6,AT&T Pebble Beach Pro-Am
18,Davis Riley,298.8,"1,793",6,AT&T Pebble Beach Pro-Am
19,Maverick McNealy,298.5,"1,791",6,AT&T Pebble Beach Pro-Am
20,Harris English,297.3,"1,784",6,AT&T Pebble Beach Pro-Am
21,Sam Burns,297.0,"1,782",6,AT&T Pebble Beach Pro-Am
21,Lee Hodges,297.0,"1,782",6,AT&T Pebble Beach Pro-Am
23,Luke List,296.8,"1,781",6,AT&T Pebble Beach Pro-Am
24,Keith Mitchell,296.2,"1,777",6,AT&T Pebble Beach Pro-Am
24,Adam Svensson,296.2,"1,777",6,AT&T Pebble Beach Pro-Am
26,Matt Fitzpatrick,295.8,"1,775",6,AT&T Pebble Beach Pro-Am
27,Patrick Cantlay,295.5,"1,773",6,AT&T Pebble Beach Pro-Am
27,Thomas Detry,295.5,"1,773",6,AT&T Pebble Beach Pro-Am
29,Rickie Fowler,294.5,"1,767",6,AT&T Pebble Beach Pro-Am
29,Cameron Young,294.5,"1,767",6,AT&T Pebble Beach Pro-Am
31,Patrick Rodgers,294.3,"1,766",6,AT&T Pebble Beach Pro-Am
32,Matthieu Pavon,293.7,"1,762",6,AT&T Pebble Beach Pro-Am
33,Jason Day,293.5,"1,761",6,AT&T Pebble Beach Pro-Am
33,Scottie Scheffler,293.5,"1,761",6,AT&T Pebble Beach Pro-Am
35,Jordan Spieth,293.0,"1,758",6,AT&T Pebble Beach Pro-Am
35,Brandon Wu,293.0,"1,758",6,AT&T Pebble Beach Pro-Am
37,Hayden Buckley,292.7,"1,756",6,AT&T Pebble Beach Pro-Am
37,Tom Kim,292.7,"1,756",6,AT&T Pebble Beach Pro-Am
37,Grayson Murray,292.7,"1,756",6,AT&T Pebble Beach Pro-Am
,Field Average,292.0,,,AT&T Pebble Beach Pro-Am
40,Tommy Fleetwood,291.8,"1,751",6,AT&T Pebble Beach Pro-Am
40,Justin Rose,291.8,"1,751",6,AT&T Pebble Beach Pro-Am
42,Corey Conners,291.7,"1,750",6,AT&T Pebble Beach Pro-Am
42,Sahith Theegala,291.7,"1,750",6,AT&T Pebble Beach Pro-Am
44,Cam Davis,290.8,"1,745",6,AT&T Pebble Beach Pro-Am
45,Adam Hadwin,290.5,"1,743",6,AT&T Pebble Beach Pro-Am
45,Taylor Moore,290.5,"1,743",6,AT&T Pebble Beach Pro-Am
47,Keegan Bradley,290.3,"1,742",6,AT&T Pebble Beach Pro-Am
48,Beau Hossler,290.2,"1,741",6,AT&T Pebble Beach Pro-Am
49,S.H. Kim,289.3,"1,736",6,AT&T Pebble Beach Pro-Am
49,Alex Noren,289.3,"1,736",6,AT&T Pebble Beach Pro-Am
51,Adam Schenk,288.2,"1,729",6,AT&T Pebble Beach Pro-Am
51,Webb Simpson,288.2,"1,729",6,AT&T Pebble Beach Pro-Am
53,Nick Taylor,287.8,"1,727",6,AT&T Pebble Beach Pro-Am
54,Si Woo Kim,287.3,"1,724",6,AT&T Pebble Beach Pro-Am
55,Eric Cole,287.2,"1,723",6,AT&T Pebble Beach Pro-Am
56,Ben Griffin,286.7,"1,720",6,AT&T Pebble Beach Pro-Am
56,Adam Scott,286.7,"1,720",6,AT&T Pebble Beach Pro-Am
58,Seamus Power,285.8,"1,715",6,AT&T Pebble Beach Pro-Am
59,Matt Kuchar,284.3,"1,706",6,AT&T Pebble Beach Pro-Am
59,J.T. Poston,284.3,"1,706",6,AT&T Pebble Beach Pro-Am
61,Tom Hoge,284.2,"1,705",6,AT&T Pebble Beach Pro-Am
62,Lucas Glover,284.0,"1,704",6,AT&T Pebble Beach Pro-Am
63,Sungjae Im,283.8,"1,703",6,AT&T Pebble Beach Pro-Am
64,Denny McCarthy,282.8,"1,697",6,AT&T Pebble Beach Pro-Am
65,Mark Hubbard,282.7,"1,696",6,AT&T Pebble Beach Pro-Am
65,Peter Malnati,282.7,"1,696",6,AT&T Pebble Beach Pro-Am
67,Sepp Straka,282.5,"1,695",6,AT&T Pebble Beach Pro-Am
68,Chris Kirk,282.3,"1,694",6,AT&T Pebble Beach Pro-Am
68,J.J. Spaun,282.3,"1,694",6,AT&T Pebble Beach Pro-Am
70,Russell Henley,282.2,"1,693",6,AT&T Pebble Beach Pro-Am
70,Collin Morikawa,282.2,"1,693",6,AT&T Pebble Beach Pro-Am
72,Christiaan Bezuidenhout,281.3,"1,688",6,AT&T Pebble Beach Pro-Am
73,Brian Harman,281.2,"1,687",6,AT&T Pebble Beach Pro-Am
74,Andrew Putnam,280.0,"1,680",6,AT&T Pebble Beach Pro-Am
75,Hideki Matsuyama,279.8,"1,679",6,AT&T Pebble Beach Pro-Am
76,Emiliano Grillo,279.0,"1,674",6,AT&T Pebble Beach Pro-Am
77,Mackenzie Hughes,278.3,"1,670",6,AT&T Pebble Beach Pro-Am
77,Taylor Montgomery,278.3,"1,670",6,AT&T Pebble Beach Pro-Am
79,Sam Ryder,274.3,"1,646",6,AT&T Pebble Beach Pro-Am
80,Brendon Todd,274.2,"1,645",6,AT&T Pebble Beach Pro-Am
1,Chris Gotterup,320.9,"2,567",8,Farmers Insurance Open
2,Joseph Bramlett,315.3,"2,522",8,Farmers Insurance Open
3,Kevin Dougherty,315.0,"2,520",8,Farmers Insurance Open
4,Sami Valimaki,312.1,"2,497",8,Farmers Insurance Open
5,Ludvig Åberg,309.8,"2,478",8,Farmers Insurance Open
6,Min Woo Lee,309.0,"2,472",8,Farmers Insurance Open
7,Alejandro Tosti,307.5,"2,460",8,Farmers Insurance Open
8,Jake Knapp,306.4,"2,451",8,Farmers Insurance Open
9,Nicolai Højgaard,305.0,"2,440",8,Farmers Insurance Open
10,Stephan Jaeger,304.8,"2,438",8,Farmers Insurance Open
11,Vincent Norrman,304.5,"2,436",8,Farmers Insurance Open
12,Lanto Griffin,304.4,"2,435",8,Farmers Insurance Open
13,Xander Schauffele,304.1,"2,433",8,Farmers Insurance Open
14,Taylor Pendrith,304.0,"2,432",8,Farmers Insurance Open
15,Tony Finau,303.8,"2,430",8,Farmers Insurance Open
16,Kevin Yu,303.5,"2,428",8,Farmers Insurance Open
17,Thomas Detry,303.4,"2,427",8,Farmers Insurance Open
18,Parker Coody,303.1,"2,425",8,Farmers Insurance Open
18,Sam Stevens,303.1,"2,425",8,Farmers Insurance Open
20,Rafael Campos,302.8,"2,422",8,Farmers Insurance Open
21,Michael Kim,302.6,"2,421",8,Farmers Insurance Open
22,Sahith Theegala,301.9,"2,415",8,Farmers Insurance Open
23,Justin Rose,301.1,"2,409",8,Farmers Insurance Open
24,Taylor Moore,301.0,"2,408",8,Farmers Insurance Open
25,Hayden Springer,299.9,"2,399",8,Farmers Insurance Open
26,Max Homa,299.3,"2,394",8,Farmers Insurance Open
27,Keegan Bradley,297.9,"2,383",8,Farmers Insurance Open
27,Luke List,297.9,"2,383",8,Farmers Insurance Open
29,Justin Suh,297.6,"2,381",8,Farmers Insurance Open
30,Tyson Alexander,297.5,"2,380",8,Farmers Insurance Open
31,Harris English,297.3,"2,378",8,Farmers Insurance Open
32,Shane Lowry,296.9,"2,375",8,Farmers Insurance Open
33,Maverick McNealy,296.1,"2,369",8,Farmers Insurance Open
34,Bronson Burgoon,295.6,"2,365",8,Farmers Insurance Open
35,Charley Hoffman,295.3,"2,362",8,Farmers Insurance Open
36,Nick Hardy,295.1,"2,361",8,Farmers Insurance Open
37,Adam Schenk,295.0,"2,360",8,Farmers Insurance Open
38,Matthieu Pavon,294.5,"2,356",8,Farmers Insurance Open
39,Patrick Cantlay,294.4,"2,355",8,Farmers Insurance Open
39,Hideki Matsuyama,294.4,"2,355",8,Farmers Insurance Open
41,Ryo Hisatsune,294.3,"2,354",8,Farmers Insurance Open
42,Patrick Rodgers,294.0,"2,352",8,Farmers Insurance Open
43,S.H. Kim,293.4,"2,347",8,Farmers Insurance Open
,Field Average,292.6,,,Farmers Insurance Open
44,Trace Crowe,292.6,"2,341",8,Farmers Insurance Open
45,Mackenzie Hughes,292.4,"2,339",8,Farmers Insurance Open
46,Austin Eckroat,292.1,"2,337",8,Farmers Insurance Open
47,Doug Ghim,291.6,"2,333",8,Farmers Insurance Open
48,Ryan Brehm,291.4,"2,331",8,Farmers Insurance Open
48,Taiga Semikawa,291.4,"2,331",8,Farmers Insurance Open
50,Joe Highsmith,291.1,"2,329",8,Farmers Insurance Open
51,Ben Taylor,291.0,"2,328",8,Farmers Insurance Open
52,Akshay Bhatia,290.9,"2,327",8,Farmers Insurance Open
53,Will Zalatoris,290.4,"2,323",8,Farmers Insurance Open
54,Tom Hoge,290.3,"2,322",8,Farmers Insurance Open
55,Adrien Dumont de Chassart,289.9,"2,319",8,Farmers Insurance Open
56,Chesson Hadley,289.5,"2,316",8,Farmers Insurance Open
57,Erik Barnes,289.3,"2,314",8,Farmers Insurance Open
57,Scott Stallings,289.3,"2,314",8,Farmers Insurance Open
59,Chandler Phillips,288.8,"2,310",8,Farmers Insurance Open
60,Francesco Molinari,288.6,"2,309",8,Farmers Insurance Open
61,Dylan Wu,288.5,"2,308",8,Farmers Insurance Open
62,Justin Lower,288.1,"2,305",8,Farmers Insurance Open
63,Emiliano Grillo,287.1,"2,297",8,Farmers Insurance Open
64,Carson Young,287.0,"2,296",8,Farmers Insurance Open
65,Tom Whitney,286.5,"2,292",8,Farmers Insurance Open
66,Taylor Montgomery,286.1,"2,289",8,Farmers Insurance Open
67,Ben Martin,285.1,"2,281",8,Farmers Insurance Open
68,Jacob Bridgeman,284.6,"2,277",8,Farmers Insurance Open
69,Robby Shelton,283.3,"2,266",8,Farmers Insurance Open
70,Beau Hossler,283.0,"2,264",8,Farmers Insurance Open
71,Nate Lashley,282.9,"2,263",8,Farmers Insurance Open
72,Mark Hubbard,282.6,"2,261",8,Farmers Insurance Open
73,Aaron Rai,282.4,"2,259",8,Farmers Insurance Open
74,Aaron Baddeley,281.4,"2,251",8,Farmers Insurance Open
75,Ben Silverman,281.0,"2,248",8,Farmers Insurance Open
76,Chad Ramey,271.9,"2,175",8,Farmers Insurance Open
77,Brandt Snedeker,271.0,"2,168",8,Farmers Insurance Open
78,Zac Blair,263.1,"2,105",8,Farmers Insurance Open
79,Alexander Björk,262.9,"2,103",8,Farmers Insurance Open
1,Byeong Hun An,328.3,"2,626",8,Sony Open in Hawaii
2,Carl Yuan,324.1,"2,593",8,Sony Open in Hawaii
3,Patrick Rodgers,322.3,"2,578",8,Sony Open in Hawaii
4,Martin Trainer,320.3,"2,562",8,Sony Open in Hawaii
5,Cam Davis,318.8,"2,550",8,Sony Open in Hawaii
6,Hideki Matsuyama,318.0,"2,544",8,Sony Open in Hawaii
7,Patton Kizzire,317.1,"2,537",8,Sony Open in Hawaii
8,Erik van Rooyen,315.8,"2,526",8,Sony Open in Hawaii
9,Taiga Semikawa,314.6,"2,517",8,Sony Open in Hawaii
10,Austin Eckroat,313.6,"2,509",8,Sony Open in Hawaii
11,Keegan Bradley,313.5,"2,508",8,Sony Open in Hawaii
12,Parker Coody,313.0,"2,504",8,Sony Open in Hawaii
13,Akshay Bhatia,311.4,"2,491",8,Sony Open in Hawaii
14,Garrick Higgo,310.9,"2,487",8,Sony Open in Hawaii
14,Stephan Jaeger,310.9,"2,487",8,Sony Open in Hawaii
16,Taylor Pendrith,310.6,"2,485",8,Sony Open in Hawaii
17,Grayson Murray,310.5,"2,484",8,Sony Open in Hawaii
18,Chris Kirk,309.6,"2,477",8,Sony Open in Hawaii
19,Maverick McNealy,309.3,"2,474",8,Sony Open in Hawaii
20,Sam Stevens,308.6,"2,469",8,Sony Open in Hawaii
21,K.H. Lee,308.3,"2,466",8,Sony Open in Hawaii
21,Matthieu Pavon,308.3,"2,466",8,Sony Open in Hawaii
23,Corey Conners,308.1,"2,465",8,Sony Open in Hawaii
24,Luke List,307.9,"2,463",8,Sony Open in Hawaii
25,Lanto Griffin,307.4,"2,459",8,Sony Open in Hawaii
26,Aaron Rai,307.0,"2,456",8,Sony Open in Hawaii
27,Tyrrell Hatton,306.6,"2,453",8,Sony Open in Hawaii
28,Nick Hardy,306.5,"2,452",8,Sony Open in Hawaii
29,Adam Svensson,305.6,"2,445",8,Sony Open in Hawaii
30,Harris English,305.5,"2,444",8,Sony Open in Hawaii
30,Russell Henley,305.5,"2,444",8,Sony Open in Hawaii
30,Matt Wallace,305.5,"2,444",8,Sony Open in Hawaii
33,Eric Cole,305.0,"2,440",8,Sony Open in Hawaii
34,Yuto Katsuragawa,304.9,"2,439",8,Sony Open in Hawaii
35,Billy Horschel,304.3,"2,434",8,Sony Open in Hawaii
35,Troy Merritt,304.3,"2,434",8,Sony Open in Hawaii
37,Will Gordon,303.3,"2,426",8,Sony Open in Hawaii
38,Alejandro Tosti,302.1,"2,417",8,Sony Open in Hawaii
,Field Average,301.8,,,Sony Open in Hawaii
39,Ludvig Åberg,301.6,"2,413",8,Sony Open in Hawaii
40,Ben Griffin,301.5,"2,412",8,Sony Open in Hawaii
40,Jake Knapp,301.5,"2,412",8,Sony Open in Hawaii
42,Charley Hoffman,301.4,"2,411",8,Sony Open in Hawaii
43,Webb Simpson,301.3,"2,410",8,Sony Open in Hawaii
44,J.T. Poston,300.6,"2,405",8,Sony Open in Hawaii
45,Brian Harman,300.3,"2,402",8,Sony Open in Hawaii
46,Brendon Todd,300.1,"2,401",8,Sony Open in Hawaii
47,Ryo Hisatsune,299.9,"2,399",8,Sony Open in Hawaii
47,Michael Kim,299.9,"2,399",8,Sony Open in Hawaii
47,Justin Rose,299.9,"2,399",8,Sony Open in Hawaii
50,Robert MacIntyre,299.6,"2,397",8,Sony Open in Hawaii
51,Chandler Phillips,299.0,"2,392",8,Sony Open in Hawaii
52,Kurt Kitayama,298.3,"2,386",8,Sony Open in Hawaii
52,Norman Xiong,298.3,"2,386",8,Sony Open in Hawaii
54,Justin Lower,298.1,"2,385",8,Sony Open in Hawaii
54,Robby Shelton,298.1,"2,385",8,Sony Open in Hawaii
56,Si Woo Kim,297.9,"2,383",8,Sony Open in Hawaii
56,Taylor Montgomery,297.9,"2,383",8,Sony Open in Hawaii
56,Scott Stallings,297.9,"2,383",8,Sony Open in Hawaii
56,Davis Thompson,297.9,"2,383",8,Sony Open in Hawaii
60,Seamus Power,297.8,"2,382",8,Sony Open in Hawaii
61,Nico Echavarria,297.4,"2,379",8,Sony Open in Hawaii
62,Nick Taylor,297.3,"2,378",8,Sony Open in Hawaii
63,Joel Dahmen,297.1,"2,377",8,Sony Open in Hawaii
64,Mark Hubbard,297.0,"2,376",8,Sony Open in Hawaii
65,Harry Hall,296.5,"2,372",8,Sony Open in Hawaii
66,Ben Silverman,296.4,"2,371",8,Sony Open in Hawaii
67,Keith Mitchell,295.8,"2,366",8,Sony Open in Hawaii
68,Brandon Wu,295.5,"2,364",8,Sony Open in Hawaii
68,Dylan Wu,295.5,"2,364",8,Sony Open in Hawaii
70,Andrew Putnam,294.4,"2,355",8,Sony Open in Hawaii
71,Tyler Duncan,293.1,"2,345",8,Sony Open in Hawaii
72,Ben Kohles,292.8,"2,342",8,Sony Open in Hawaii
73,Alex Noren,292.5,"2,340",8,Sony Open in Hawaii
74,Stewart Cink,292.1,"2,337",8,Sony Open in Hawaii
75,Emiliano Grillo,291.6,"2,333",8,Sony Open in Hawaii
76,Zac Blair,291.0,"2,328",8,Sony Open in Hawaii
77,Denny McCarthy,290.8,"2,326",8,Sony Open in Hawaii
78,S.H. Kim,287.9,"2,303",8,Sony Open in Hawaii
79,Greyson Sigg,286.0,"2,288",8,Sony Open in Hawaii
80,Joseph Bramlett,280.1,"2,241",8,Sony Open in Hawaii
81,Matt NeSmith,274.4,"2,195",8,Sony Open in Hawaii
1,Wyndham Clark,303.3,"2,426",8,The Sentry
2,Viktor Hovland,300.5,"2,404",8,The Sentry
3,Taylor Moore,298.8,"2,390",8,The Sentry
4,Patrick Rodgers,297.6,"2,381",8,The Sentry
5,Ludvig Åberg,297.4,"2,379",8,The Sentry
6,Sam Burns,297.0,"2,376",8,The Sentry
7,Vincent Norrman,295.9,"2,367",8,The Sentry
8,Kurt Kitayama,293.1,"2,345",8,The Sentry
9,Cam Davis,292.4,"2,339",8,The Sentry
10,Adam Schenk,292.3,"2,338",8,The Sentry
11,Jason Day,292.1,"2,337",8,The Sentry
11,Matt Fitzpatrick,292.1,"2,337",8,The Sentry
13,Xander Schauffele,291.9,"2,335",8,The Sentry
